"NAME","EYE","ALIVE","APPEARANCES","FIRST APPEARANCE","HAIR","SEX","ALIGN","ID","SECRET"
"Metron","Blue Eyes","Deceased Characters","161","1971, March","Black Hair","Male Characters","Neutral Characters","Secret Identity","577b9e61-7eba-4339-a4c4-7884a563db06"
"Iron","Photocellular Eyes","Living Characters","161","1962, April","","Male Characters","Good Characters","Secret Identity","a2432d1d-7077-4c00-b91a-9b63e6a8773c"
"Lead","Photocellular Eyes","Living Characters","161","1962, April","","Male Characters","Good Characters","Secret Identity","6abc7bce-e3a9-4315-b889-39f6a50d6575"
"Lucas Carr","Blue Eyes","Living Characters","161","1960, March","Brown Hair","Male Characters","","Public Identity","d3fc0f7c-ddf1-475f-ab00-1c3bd0765285"
"Hartley Rathaway","Blue Eyes","Living Characters","160","1959, May","Red Hair","Male Characters","Good Characters","Secret Identity","7b7b74c8-79d5-42ed-ac96-730babfe85e0"
"Lana Lang","Green Eyes","Living Characters","159","1986, October","Red Hair","Female Characters","Good Characters","Public Identity","22ef1c90-ba3b-4551-980d-11ca4e79c4d8"
"Rose Wilson","Blue Eyes","Living Characters","158","1992, October","White Hair","Female Characters","Good Characters","Secret Identity","6cdd06ca-7042-4b79-b76b-70673f7c4660"
"DeSaad","Black Eyes","Living Characters","158","1971, May","Black Hair","Male Characters","Bad Characters","Public Identity","977369c0-462c-490f-ac22-60d2aa77e48b"
"Charles Taine","Black Eyes","Living Characters","158","1961, May","Black Hair","Male Characters","Good Characters","Secret Identity","43e02c40-0dfd-487a-be9c-214f7e051ab7"
"Bane","Brown Eyes","Living Characters","157","1993, January","Brown Hair","Male Characters","Bad Characters","Secret Identity","1b026036-ef2d-4e59-a470-fde0db1a4399"
"Salakk","White Eyes","Living Characters","155","1982, February","","Male Characters","Good Characters","Secret Identity","1062e2e6-8d19-4ed5-8d0f-18b73d1d4c83"
"Tin","Photocellular Eyes","Living Characters","155","1962, April","","Male Characters","Good Characters","Secret Identity","08fd0846-ca0e-4832-8d92-8bd7fe3750e5"
"Samuel Morgan","","Deceased Characters","155","1937, March","Red Hair","Male Characters","Good Characters","","f8f10eca-674f-48a6-9949-79704be90fcb"
"Eve Eden","Blue Eyes","Living Characters","154","1966, September","Blond Hair","Female Characters","Neutral Characters","Secret Identity","7eb6d690-d858-40a4-b4d8-ed460290cda0"
"Harleen Quinzel","Blue Eyes","Living Characters","153","1999, October","Blond Hair","Female Characters","Bad Characters","Public Identity","2d4176a3-92fc-4e2b-8c80-3cc5dbb9ef81"
"Benjamin Turner","Brown Eyes","Living Characters","153","1975, May","Black Hair","Male Characters","Neutral Characters","Secret Identity","6f33aff1-4221-41db-988b-db774cbe7be6"
"Mark Mardon","Blue Eyes","Living Characters","152","1960, January","Black Hair","Male Characters","Bad Characters","Secret Identity","8b6a731b-b234-49b5-8fa0-27ae214bdb27"
"Teth-Adam","Brown Eyes","Living Characters","152","1945, December","Black Hair","Male Characters","Neutral Characters","Secret Identity","18841b55-ca86-4463-b144-5c3cb22e97f4"
"Catherine Grant","Blue Eyes","Living Characters","151","1987, January","Blond Hair","Female Characters","Good Characters","Public Identity","ba31440e-d751-44b8-889d-85812c65e39b"
"Terrence Sloane","Blue Eyes","Deceased Characters","151","1942, January","Brown Hair","Male Characters","Good Characters","Secret Identity","c6974984-3860-46b2-b1d7-ad3820a12419"
"Jason Blood","Blue Eyes","Living Characters","148","1972, September","Red Hair","Male Characters","Good Characters","Public Identity","821b99bb-0d73-4c20-b21d-8c39d4800028"
"Gold","Photocellular Eyes","Living Characters","147","1962, April","","Male Characters","Good Characters","Secret Identity","2ed48136-9ae2-4189-b17a-b7f65ae1aefc"
"Victor Fries","Blue Eyes","Living Characters","143","1959, February","","Male Characters","Bad Characters","Secret Identity","4a35536f-761e-47a8-920a-a526d3ecc123"
"Thomas Wayne","Brown Eyes","Deceased Characters","142","1987, February","Brown Hair","Male Characters","Good Characters","Public Identity","3aefc7ba-66d7-44b2-88a2-6db402525a82"
"Arthur Light","Black Eyes","Deceased Characters","142","1962, June","Black Hair","Male Characters","Bad Characters","Public Identity","b8efae56-c562-42e0-a50e-2d7830c1d2e0"
"Lester Davis","","Living Characters","142","1957, February","Black Hair","Male Characters","Good Characters","Public Identity","76f5e66a-52f5-4d70-b6b1-7b4099f108db"
"Artemis of Bana-Mighdall","Green Eyes","Living Characters","141","1994, September","Red Hair","Female Characters","Good Characters","Public Identity","939f668c-b164-48d1-b285-7e3769b2478b"
"Alanna Strange","Blue Eyes","Living Characters","141","1958, December","Black Hair","Female Characters","Good Characters","Public Identity","a0fc8a39-1da4-4001-a05a-0c4e7524efe8"
"Nuidis Vulko","Blue Eyes","Living Characters","140","1967, September","White Hair","Male Characters","Good Characters","Public Identity","6e56963c-c7e0-4be5-b725-9fd195d72bf2"
"Steven Dayton","Blue Eyes","Living Characters","140","1964, November","Brown Hair","Male Characters","Good Characters","Secret Identity","a3dad8f2-01ac-419c-9b7f-9e34fad1073b"
"Lee Travis","Black Eyes","Deceased Characters","139","1938, October","Black Hair","Male Characters","Good Characters","Secret Identity","92a1f392-df68-4876-badd-27e5d3b395d8"
"Martin Stein","Brown Eyes","Deceased Characters","138","1978, March","Grey Hair","Male Characters","Good Characters","Secret Identity","fe4421d4-7819-45f9-87a4-0d19342a1855"
"Solis","Blue Eyes","Living Characters","138","1971, March","Strawberry Blond Hair","Male Characters","","Secret Identity","60064ac9-c9fa-431e-8667-ee44de6ef231"
"Alfred Twidgett","","Living Characters","137","1942, June","","Male Characters","","Public Identity","eb41ef74-642c-4931-8bd9-a985e1e4aa47"
"Tubby Watts","","Living Characters","137","1941, September","Red Hair","Male Characters","Good Characters","","c920d812-b0bf-4c11-bc0d-2ac27d25fb4c"
"Unknown Soldier I","Blue Eyes","Deceased Characters","136","1970, July","Blond Hair","Male Characters","Good Characters","Secret Identity","fe32526a-177f-43ac-bc1b-bf5f7020fa1e"
"Giovanni Giuseppe","Blue Eyes","Deceased Characters","136","1960, July","Blond Hair","Male Characters","Neutral Characters","Secret Identity","0417af6b-544f-4377-9575-9459eb619bd2"
"Cynthia Reynolds","Blue Eyes","Living Characters","134","1984, October","Black Hair","Female Characters","Good Characters","Secret Identity","9020fec3-bd20-44e3-a77b-854a4c6b8246"
"Victoria Vale","Blue Eyes","Living Characters","134","1948, October","Red Hair","Female Characters","Good Characters","Public Identity","dc8244b7-6ef6-4e1b-a190-1255f94b51c1"
"Lucius Fox","Brown Eyes","Living Characters","133","1979, January","Black Hair","Male Characters","Good Characters","Public Identity","6419213a-8099-4d70-a665-ef2c5c198663"
"Ganthet","Green Eyes","Living Characters","132","1992","White Hair","Male Characters","Good Characters","Public Identity","f9539fbf-9109-462f-8ef5-57a6824eb598"
"Izaya","Grey Eyes","Deceased Characters","132","1971, March","White Hair","Male Characters","Good Characters","Public Identity","9ced192a-4ed5-47f5-a0df-c0de8eef6e8b"
"Barbara Ann Minerva","Brown Eyes","Living Characters","131","1987, August","","Female Characters","","Public Identity","67335a2b-92d7-4aca-aa78-362d8c3e92f6"
"Rory Regan","Blue Eyes","Living Characters","131","1976, September","Brown Hair","Male Characters","Good Characters","Secret Identity","c9e36a4b-e37f-4037-aedb-dd3e42f84544"
"Eclipso","Red Eyes","Living Characters","131","1963, July","Black Hair","Male Characters","Bad Characters","Secret Identity","b072a05b-e37f-470c-969d-1c9c6a59e99e"
"Mick Rory","Blue Eyes","Living Characters","131","1963, November","","Male Characters","","Public Identity","26832435-3f39-4393-8597-eac096200bce"
"Kyle Morgan","Brown Eyes","Living Characters","131","1957, February","Blond Hair","Male Characters","Good Characters","Public Identity","fc4a04f2-c2a1-41a8-a8d6-f6d6c1e53286"
"Matthew Ryan","Blue Eyes","Living Characters","131","1957, February","Red Hair","Male Characters","Good Characters","Public Identity","913cc9ce-c317-476c-8adc-52c22d3102cb"
"Dinah Drake","Blue Eyes","Deceased Characters","131","1947, August","Black Hair","Female Characters","Good Characters","Secret Identity","8c391fee-e108-4719-8fb2-4bd8b8563ee7"
"Robert Langstrom","Brown Eyes","Living Characters","130","1970, June","Brown Hair","Male Characters","Neutral Characters","Secret Identity","88a75c6f-fdbf-444d-9323-579e686d7c2f"
"Sargent Steel","Blue Eyes","Living Characters","130","1964, December","Brown Hair","Male Characters","Good Characters","Public Identity","21c5808b-5886-4f98-9741-c06dab97562f"
"Victory","Black Eyes","Living Characters","130","1941, September","White Hair","Male Characters","Good Characters","","b00ad3f5-20dd-478b-b0a2-f412c9998044"
"Katma Tui","","Deceased Characters","129","1964, July","Black Hair","Female Characters","Good Characters","Public Identity","4248b513-61a4-46a5-8615-49bdc744b068"
"Walter Haley","Brown Eyes","Living Characters","129","1957, February","Brown Hair","Male Characters","Good Characters","Public Identity","8608b441-434a-4588-bf2c-21521fd37d1e"
"Charles Victor Szasz","Blue Eyes","Deceased Characters","128","1967, June","Strawberry Blond Hair","Male Characters","Good Characters","Secret Identity","3bb02cd4-b569-4874-b0fa-3311df4ea0f3"
"Ares","Red Eyes","Living Characters","127","1987, February","Blond Hair","Male Characters","Bad Characters","Public Identity","f29a152b-308a-4807-b072-a13597fdc125"
"Rip Carter","","Living Characters","127","1942, June","Black Hair","Male Characters","Good Characters","Public Identity","12880dec-fbd6-41e4-90cb-b67ba2cc72b8"
"Eradicator","Photocellular Eyes","Deceased Characters","126","1989, May","Black Hair","Male Characters","Good Characters","Public Identity","95f03660-7d7b-4089-aef5-e1a158ccedfd"
"Emil Hamilton","Hazel Eyes","Living Characters","126","1987, January","Grey Hair","Male Characters","Bad Characters","Public Identity","e423bf37-4ce8-42aa-b371-da5811060c55"
"Richard Swift","Grey Eyes","Living Characters","126","1942, September","Black Hair","Male Characters","Neutral Characters","Secret Identity","ec078ec0-0539-41e3-8cb5-1c071c01c777"
"Frederick Freeman","Blue Eyes","Living Characters","125","1995, May","Black Hair","Male Characters","Good Characters","Secret Identity","71350ce4-8936-40b4-a093-1368fa36b9e1"
"Katar Hol","Blue Eyes","Living Characters","125","1989, August","Black Hair","Male Characters","Good Characters","Secret Identity","1a1a979e-89de-41ee-af86-404a54cf4b4e"
"Richard Occult","Grey Eyes","Living Characters","125","1935, October","Black Hair","Male Characters","","Secret Identity","c59e5b41-e66c-4905-8afd-0025c17ca5f7"
"Maxima","Brown Eyes","Deceased Characters","124","1989, September","Red Hair","Female Characters","Good Characters","Public Identity","bd1fdfb5-d36b-4553-84d4-3e5b56c5779b"
"Dawn Granger","Blue Eyes","Living Characters","124","1988, October","White Hair","Female Characters","Good Characters","Secret Identity","d22dbddd-6a49-4e09-bda7-675af4af34b3"
"Inza Cramer","Green Eyes","Deceased Characters","124","1940, May","Strawberry Blond Hair","Female Characters","Good Characters","Secret Identity","242ad5fd-053f-42f5-ba7f-e2aeb4776140"
"Linda Danvers","Blue Eyes","Living Characters","123","1996, September","Blond Hair","Female Characters","Good Characters","Secret Identity","e964bb66-9b1c-422a-933d-e2abc0ed740d"
"Dubbilex","Green Eyes","Living Characters","123","1971, March","","Male Characters","Good Characters","Public Identity","a4920c2c-c390-4dc0-af1c-cbcb931b6eb7"
"Gunner MacKay","Blue Eyes","Deceased Characters","123","1959, May","Blond Hair","Male Characters","Good Characters","Public Identity","7946f087-1785-445a-9b54-e0eb230a4a39"
"Antonia Monetti","Blue Eyes","Living Characters","122","1996, October","Black Hair","Female Characters","Good Characters","Secret Identity","144e6872-dc2b-4ee9-8999-3f05e0798873"
"Jack Knight","Black Eyes","Living Characters","122","1994, September","Black Hair","Male Characters","Good Characters","Public Identity","83a3f62c-bac1-45ad-8abf-7cf49012a0e2"
"Skeets","","Living Characters","122","1986, February","","Male Characters","Good Characters","Public Identity","6527bcd3-0d62-417e-b23f-de5313746112"
"Nimue Inwudu","Green Eyes","Living Characters","121","1978, February","Black Hair","Female Characters","Good Characters","Public Identity","b0658cd7-7056-4ca0-9ff1-b3a184541a09"
"Khaji Da","","Living Characters","121","1964, June","","","Good Characters","Secret Identity","024f6d84-df15-455f-ade3-396cf136177e"
"Sarge Clay","Blue Eyes","Deceased Characters","121","1959, May","Strawberry Blond Hair","Male Characters","Good Characters","Public Identity","755f787f-ebe0-4ff9-9e7f-94f8aa23adf1"
"Elizabeth Lawrence","Blue Eyes","Living Characters","120","1942, December","Blond Hair","Female Characters","","Secret Identity","c0a007c6-f034-49ed-9f7e-2e5875bf648c"
"Pallas Athena","Grey Eyes","Living Characters","118","1958, May","Brown Hair","Female Characters","Neutral Characters","Public Identity","a3aaa71c-2339-4986-b2ad-8afcaee8efb9"
"Crispus Allen","Brown Eyes","Deceased Characters","116","2000, March","","Male Characters","Good Characters","Secret Identity","e50484dc-1d67-4898-bb4f-d71a58a984b8"
"Evan McCulloch","Brown Eyes","Living Characters","116","1989, February","Brown Hair","Male Characters","Bad Characters","Secret Identity","8b8a14ee-79f2-4eed-bee9-3b7c9559cbae"
"Terrence Long","Blue Eyes","Deceased Characters","116","1981, June","Red Hair","Male Characters","Good Characters","Public Identity","d98e64b8-b3bb-4aa9-a9ec-0f0074365e8b"
"Strata","White Eyes","Living Characters","115","1989, February","","Female Characters","Good Characters","Public Identity","24b30315-6000-4bc3-a206-9342a5a35e00"
"Granny Goodness","Blue Eyes","Deceased Characters","115","1971, June","White Hair","Female Characters","Bad Characters","Public Identity","7fadd6ea-e1cc-4fd1-ba4e-545875595e6d"
"Dolphin","Blue Eyes","Deceased Characters","115","1968, December","Silver Hair","Female Characters","Good Characters","","ae5c7675-c7ed-446c-b19c-8263a9a6442f"
"Zeus","Blue Eyes","Living Characters","115","1941, December","White Hair","Male Characters","Neutral Characters","Public Identity","186b14d7-b719-4812-9ac5-d3db1497d383"
"Holly Robinson","Blue Eyes","Living Characters","114","1987, February","Red Hair","Female Characters","Good Characters","Secret Identity","fd207a7f-da4e-4c24-82af-71c605fe6843"
"Martha Kane","Blue Eyes","Deceased Characters","113","1987, February","Black Hair","Female Characters","Good Characters","Public Identity","9e27f071-0621-45fe-8fbb-ec379f144a4f"
"Jason Woodrue","Red Eyes","Living Characters","113","1962, July","Green Hair","Male Characters","Bad Characters","Public Identity","319057cd-0dd3-4203-9e9e-52f942c17900"
"John Sargent","Brown Eyes","Deceased Characters","113","1941, May","Brown Hair","Male Characters","Good Characters","Secret Identity","c33f648a-7498-4804-af76-fde43fd31816"
"Dian Belmont","Hazel Eyes","Deceased Characters","113","1940, February","Brown Hair","Female Characters","Good Characters","Public Identity","bdf6bbdb-7b54-499f-b753-5339766f87bb"
"Edward Bloomberg","Yellow Eyes","Deceased Characters","111","1984, June","Grey Hair","Male Characters","Good Characters","Secret Identity","8b14b2bb-b155-4881-9550-ccd7e2cdd7a5"
"Leslie Thompkins","Blue Eyes","Living Characters","111","1976, March","White Hair","Female Characters","Good Characters","Public Identity","ca7cfb07-78a6-48f6-b87d-64696ef1f0ac"
